user,name_product,total_score,pigmentation,longevity,application,hydration
수박마쿵이,웨이크메이크_워터블러링픽싱틴트_피그블룸,5,3,2,3,3
예하플리,웨이크메이크_워터블러링픽싱틴트_피그블룸,5,3,3,3,2
우다뭉치,웨이크메이크_워터블러링픽싱틴트_피그블룸,5,3,3,3,2
울등가,웨이크메이크_워터블러링픽싱틴트_피그블룸,5,3,3,3,2
인유리아,웨이크메이크_워터블러링픽싱틴트_피그블룸,5,3,3,3,2
즐거운카페라떼,웨이크메이크_워터블러링픽싱틴트_피그블룸,5,3,2,3,2
찐아기인절미,웨이크메이크_워터블러링픽싱틴트_피그블룸,5,3,3,3,2
차차랄라,웨이크메이크_워터블러링픽싱틴트_피그블룸,5,2,2,2,2
촉촉광광,웨이크메이크_워터블러링픽싱틴트_피그블룸,5,3,3,3,2
콩찌콩,웨이크메이크_워터블러링픽싱틴트_피그블룸,4,2,2,2,1
테드창,웨이크메이크_워터블러링픽싱틴트_피그블룸,5,3,3,2,2
피부를초크초크하게,웨이크메이크_워터블러링픽싱틴트_피그블룸,4,2,2,3,2
후르츠산도,웨이크메이크_워터블러링픽싱틴트_피그블룸,5,2,2,2,2
Dalj,웨이크메이크_워터블러링픽싱틴트_피그블룸,5,3,2,3,2
jhlee07****,웨이크메이크_워터블러링픽싱틴트_피그블룸,4,2,3,3,1
joanne****,웨이크메이크_워터블러링픽싱틴트_피그블룸,5,3,2,3,2
leaue****,웨이크메이크_워터블러링픽싱틴트_피그블룸,4,3,3,3,3
lovelnr,웨이크메이크_워터블러링픽싱틴트_피그블룸,5,3,2,3,2
sobor****,웨이크메이크_워터블러링픽싱틴트_피그블룸,3,2,1,3,2
suecouple,웨이크메이크_워터블러링픽싱틴트_피그블룸,4,2,2,2,2
Yoorh,웨이크메이크_워터블러링픽싱틴트_피그블룸,5,2,3,2,1
ziniu****,웨이크메이크_워터블러링픽싱틴트_피그블룸,1,1,1,2,2
마타리,웨이크메이크_워터블러링픽싱틴트_피그올로지,5,3,3,3,2
줄긋고수박되기까지,웨이크메이크_워터블러링픽싱틴트_피그올로지,5,2,2,3,2
취미올영털기,웨이크메이크_워터블러링픽싱틴트_피그올로지,5,3,3,3,2
팽태자,웨이크메이크_워터블러링픽싱틴트_피그올로지,5,3,3,3,3
creammmm,웨이크메이크_워터블러링픽싱틴트_피그올로지,5,2,2,2,1
sc****,웨이크메이크_워터블러링픽싱틴트_피그올로지,5,3,3,3,3
sol솔,웨이크메이크_워터블러링픽싱틴트_피그올로지,5,3,3,3,1
sol솔,웨이크메이크_워터블러링픽싱틴트_피그올로지,5,3,3,3,1
긴솜,웨이크메이크_워터블러링픽싱틴트_피치비치,5,1,2,2,2
비공개1,웨이크메이크_워터블러링픽싱틴트_피치비치,5,2,2,2,2
새콤달콤해,웨이크메이크_워터블러링픽싱틴트_피치비치,4,2,2,3,3
쏘담다디담다,웨이크메이크_워터블러링픽싱틴트_피치비치,5,3,2,3,1
연구름,웨이크메이크_워터블러링픽싱틴트_피치비치,5,3,2,2,1
올유어럽,웨이크메이크_워터블러링픽싱틴트_피치비치,5,3,2,3,2
지돌돌,웨이크메이크_워터블러링픽싱틴트_피치비치,5,3,3,3,3
c7737****,웨이크메이크_워터블러링픽싱틴트_피치비치,5,3,3,3,2
날아라슝슈퍼보드,웨이크메이크_워터블러링픽싱틴트_핑크미터,5,3,2,2,1
냥냠앙,웨이크메이크_워터블러링픽싱틴트_핑크미터,4,3,3,3,1
듀큰듀큰,웨이크메이크_워터블러링픽싱틴트_핑크미터,5,3,3,2,1
듀큰듀큰,웨이크메이크_워터블러링픽싱틴트_핑크미터,5,3,3,2,1
박현양,웨이크메이크_워터블러링픽싱틴트_핑크미터,5,3,3,3,1
보들보돌,웨이크메이크_워터블러링픽싱틴트_핑크미터,5,3,3,3,2
아리콩,웨이크메이크_워터블러링픽싱틴트_핑크미터,4,2,3,2,2
안깐달걀에서깐달걀,웨이크메이크_워터블러링픽싱틴트_핑크미터,4,2,3,2,1
영앤코덕,웨이크메이크_워터블러링픽싱틴트_핑크미터,4,3,3,3,1
우리두리맘,웨이크메이크_워터블러링픽싱틴트_핑크미터,5,3,2,3,3
은유2,웨이크메이크_워터블러링픽싱틴트_핑크미터,5,3,3,3,1
은유2,웨이크메이크_워터블러링픽싱틴트_핑크미터,5,3,3,3,1
쥬히노트,웨이크메이크_워터블러링픽싱틴트_핑크미터,5,2,3,3,2
큐큐큐큐q,웨이크메이크_워터블러링픽싱틴트_핑크미터,5,3,3,3,2
큼즌,웨이크메이크_워터블러링픽싱틴트_핑크미터,5,3,3,3,3
턱시도탄이,웨이크메이크_워터블러링픽싱틴트_핑크미터,4,3,2,2,3
화이트스웨이드,웨이크메이크_워터블러링픽싱틴트_핑크미터,4,3,2,3,2
ddumany,웨이크메이크_워터블러링픽싱틴트_핑크미터,5,3,3,3,3
lsa****,웨이크메이크_워터블러링픽싱틴트_핑크미터,5,3,3,2,1
Sksk,웨이크메이크_워터블러링픽싱틴트_핑크미터,5,3,3,3,3
wwwade,웨이크메이크_워터블러링픽싱틴트_핑크미터,4,2,2,3,2
znxxr,웨이크메이크_워터블러링픽싱틴트_핑크미터,5,2,2,2,2
내가여쿨이라니,웨이크메이크_워터블러링픽싱틴트_핑크하이웨이,5,3,3,3,3
멧토,웨이크메이크_워터블러링픽싱틴트_핑크하이웨이,4,2,2,2,2
온돌멩,웨이크메이크_워터블러링픽싱틴트_핑크하이웨이,5,3,3,3,2
gn4343,입큰_퍼피글로우틴트_로지코어,4,2,3,2,3
코덕치즈덕,입큰_퍼피글로우틴트_로지코어,5,2,2,3,2
gn4343,입큰_퍼피글로우틴트_로지코어,5,3,3,3,3
냥냥펀치눈꽃마녀,입큰_퍼피글로우틴트_로지코어,5,3,3,3,3
채대지,입큰_퍼피글로우틴트_로지코어,5,2,2,3,3
굿또,입큰_퍼피글로우틴트_로지코어,4,3,2,3,3
굿또,입큰_퍼피글로우틴트_로지코어,4,3,2,3,3
얼굴은하나,입큰_퍼피글로우틴트_로지코어,5,3,2,3,3
얼굴은하나,입큰_퍼피글로우틴트_로지코어,4,3,2,3,2
루징,입큰_퍼피글로우틴트_로지코어,5,3,2,3,3
amsrod****,입큰_퍼피글로우틴트_로지코어,3,1,2,3,2
sa0****,입큰_퍼피글로우틴트_로지코어,5,3,3,3,2
gilh****,입큰_퍼피글로우틴트_로지코어,5,2,2,3,3
wkddn****,입큰_퍼피글로우틴트_로지코어,5,3,2,3,2
unzi****,입큰_퍼피글로우틴트_로지코어,4,2,2,2,2
unzi****,입큰_퍼피글로우틴트_로지코어,4,2,1,2,2
qltkd****,입큰_퍼피글로우틴트_로지코어,4,2,3,3,3
ROSYOH,입큰_퍼피글로우틴트_로지코어,4,3,3,3,3
ROSYOH,입큰_퍼피글로우틴트_로지코어,4,3,2,3,3
골드등급오년넘은듯,입큰_퍼피글로우틴트_로지코어,5,2,2,2,2
로블록스중독,입큰_퍼피글로우틴트_리치봉봉,5,3,2,3,3
료,입큰_퍼피글로우틴트_리치봉봉,3,3,2,2,2
lizyy,입큰_퍼피글로우틴트_리치봉봉,5,3,2,3,3
히드돈이,입큰_퍼피글로우틴트_리치봉봉,4,3,2,3,2
봄,입큰_퍼피글로우틴트_리치봉봉,4,3,3,2,2
솜마이,입큰_퍼피글로우틴트_리치봉봉,4,2,3,2,3
달찐,입큰_퍼피글로우틴트_리치봉봉,5,3,2,3,3
신은혜,입큰_퍼피글로우틴트_리치봉봉,5,2,2,3,3
지유닁,입큰_퍼피글로우틴트_리치봉봉,5,3,3,3,3
루벨리스,입큰_퍼피글로우틴트_리치봉봉,5,3,3,3,3
쏘야ssoya,입큰_퍼피글로우틴트_리치봉봉,5,3,3,3,3
루리언니,입큰_퍼피글로우틴트_리치봉봉,5,3,3,3,3
inyumni,입큰_퍼피글로우틴트_리치봉봉,4,2,1,3,3
승깔녀,입큰_퍼피글로우틴트_리치봉봉,5,3,3,3,3
시방이,입큰_퍼피글로우틴트_리치봉봉,5,2,3,3,3
gn4343,입큰_퍼피글로우틴트_리치봉봉,4,2,3,2,3
코덕치즈덕,입큰_퍼피글로우틴트_리치봉봉,5,2,2,3,2
gn4343,입큰_퍼피글로우틴트_리치봉봉,5,3,3,3,3
연주합시다,입큰_퍼피글로우틴트_리치봉봉,2,3,2,2,2
스누피와오디,입큰_퍼피글로우틴트_리치봉봉,5,3,1,3,2
악몽,입큰_퍼피글로우틴트_모브문,5,3,3,3,3
라벤더홀릭,입큰_퍼피글로우틴트_모브문,4,2,2,3,3
아리콩,입큰_퍼피글로우틴트_모브문,5,3,2,3,3
소미소밍,입큰_퍼피글로우틴트_모브문,5,3,3,3,3
냥냥펀치눈꽃마녀,입큰_퍼피글로우틴트_모브문,4,2,2,3,2
토리언니1,입큰_퍼피글로우틴트_모브문,5,3,2,3,3
햇살이좋아,입큰_퍼피글로우틴트_모브문,5,3,2,3,2
립빠리뽀,입큰_퍼피글로우틴트_모브문,5,3,3,3,3
캔디와테리,입큰_퍼피글로우틴트_모브문,5,3,3,3,3
아리콩,입큰_퍼피글로우틴트_모브문,5,3,3,3,2
입큰마녀,입큰_퍼피글로우틴트_모브문,5,3,3,2,2
민초단수장,입큰_퍼피글로우틴트_모브문,5,3,3,3,3
라벤더홀릭,입큰_퍼피글로우틴트_모브문,5,3,3,3,3
yeNil,입큰_퍼피글로우틴트_모브문,5,3,2,3,2
미야야야야옹,입큰_퍼피글로우틴트_모브문,5,3,3,3,3
입큰마녀,입큰_퍼피글로우틴트_모브문,5,3,2,2,3
오호잇,입큰_퍼피글로우틴트_모브문,5,3,3,3,3
oyr3477,입큰_퍼피글로우틴트_모브문,5,3,3,3,3
리브올,입큰_퍼피글로우틴트_모브문,5,3,3,3,3
송콩이,입큰_퍼피글로우틴트_모브문,5,3,3,3,3
이슬비친구,입큰_퍼피글로우틴트_애플콕,5,3,3,3,2
다람쥐는볼이귀엽지,입큰_퍼피글로우틴트_애플콕,4,2,2,2,2
리뷰어옹,입큰_퍼피글로우틴트_애플콕,5,3,3,3,3
연주합시다,입큰_퍼피글로우틴트_애플콕,2,3,1,3,3
샨니,입큰_퍼피글로우틴트_애플콕,5,3,3,3,3
냥냥펀치눈꽃마녀,입큰_퍼피글로우틴트_애플콕,4,3,3,3,3
혤힘,입큰_퍼피글로우틴트_애플콕,5,2,3,3,3
리뷰어옹,입큰_퍼피글로우틴트_애플콕,5,3,3,3,2
멍뭉망뭉,입큰_퍼피글로우틴트_애플콕,5,3,3,3,2
연주합시다,입큰_퍼피글로우틴트_애플콕,2,3,2,2,3
뷰티캐스터,입큰_퍼피글로우틴트_애플콕,5,3,3,3,3
민초단수장,입큰_퍼피글로우틴트_애플콕,5,3,3,3,3
숫자로후기씀,입큰_퍼피글로우틴트_애플콕,5,2,2,3,2
이모3040,입큰_퍼피글로우틴트_애플콕,5,3,3,3,3
숫자로후기씀,입큰_퍼피글로우틴트_애플콕,5,3,3,3,3
llovoll,입큰_퍼피글로우틴트_애플콕,5,3,3,3,3
ohsaehwa,입큰_퍼피글로우틴트_애플콕,5,3,3,3,3
PKBB,입큰_퍼피글로우틴트_애플콕,5,3,3,3,3
호롤요이,입큰_퍼피글로우틴트_애플콕,5,3,3,3,3
롬롬이,입큰_퍼피글로우틴트_애플콕,5,3,3,3,3
올영요정임니당,입큰_퍼피글로우틴트_쥬시캐롯,5,3,2,3,3
zn605zn,입큰_퍼피글로우틴트_쥬시캐롯,5,3,3,3,3
냥냥펀치눈꽃마녀,입큰_퍼피글로우틴트_쥬시캐롯,4,2,2,3,3
그릉댕댕댕,입큰_퍼피글로우틴트_쥬시캐롯,5,3,3,3,3
차차냐미,입큰_퍼피글로우틴트_쥬시캐롯,5,3,3,3,3
zn605zn,입큰_퍼피글로우틴트_쥬시캐롯,5,3,3,3,3
올영요정임니당,입큰_퍼피글로우틴트_쥬시캐롯,5,3,2,3,3
jsbanyr,입큰_퍼피글로우틴트_쥬시캐롯,4,2,2,2,2
jylove2277,입큰_퍼피글로우틴트_쥬시캐롯,5,3,3,3,3
뽀야놀자,입큰_퍼피글로우틴트_쥬시캐롯,5,3,3,3,3
pictureyi,입큰_퍼피글로우틴트_쥬시캐롯,5,3,3,3,3
수부지트러블민감성,입큰_퍼피글로우틴트_쥬시캐롯,5,3,3,3,3
고르리,입큰_퍼피글로우틴트_쥬시캐롯,5,2,2,2,2
BB라이언,입큰_퍼피글로우틴트_쥬시캐롯,5,3,2,2,3
호야쏘,입큰_퍼피글로우틴트_쥬시캐롯,5,3,3,3,3
지툰,입큰_퍼피글로우틴트_쥬시캐롯,5,3,2,3,3
Sunrise77,입큰_퍼피글로우틴트_쥬시캐롯,4,2,2,2,2
요정쨩,입큰_퍼피글로우틴트_쥬시캐롯,5,3,2,3,3
립빠리뽀,입큰_퍼피글로우틴트_쥬시캐롯,5,3,3,3,2
워워웡,입큰_퍼피글로우틴트_쥬시캐롯,5,3,3,3,3
sji****,입큰_퍼피글로우틴트_체리글레이즈,5,3,2,3,3
악몽,입큰_퍼피글로우틴트_체리글레이즈,5,3,3,3,3
보름누나,입큰_퍼피글로우틴트_체리글레이즈,5,2,2,2,2
hye2,입큰_퍼피글로우틴트_체리글레이즈,4,3,2,3,3
hye2,입큰_퍼피글로우틴트_체리글레이즈,4,3,2,3,3
무민엄마라네요,입큰_퍼피글로우틴트_체리글레이즈,5,3,3,3,3
보름누나,입큰_퍼피글로우틴트_체리글레이즈,5,2,2,2,2
baras,입큰_퍼피글로우틴트_체리글레이즈,5,3,3,3,3
케케잉,입큰_퍼피글로우틴트_체리글레이즈,3,2,2,2,2
ㅇi,입큰_퍼피글로우틴트_체리글레이즈,5,3,3,3,2
Lunai,입큰_퍼피글로우틴트_체리글레이즈,4,3,2,3,3
악몽,입큰_퍼피글로우틴트_체리글레이즈,5,3,3,3,3
ㅇi,입큰_퍼피글로우틴트_체리글레이즈,5,2,2,2,2
집나간사자,입큰_퍼피글로우틴트_체리글레이즈,5,3,3,3,3
엔쵸비,입큰_퍼피글로우틴트_체리글레이즈,5,1,2,3,2
해파리젤리맛,입큰_퍼피글로우틴트_체리글레이즈,5,3,2,3,2
파워지성인,입큰_퍼피글로우틴트_체리글레이즈,5,3,2,3,2
tjsrud****,입큰_퍼피글로우틴트_체리글레이즈,2,2,2,2,2
poiuy0****,입큰_퍼피글로우틴트_체리글레이즈,5,3,3,3,3
poiuy0****,입큰_퍼피글로우틴트_체리글레이즈,5,3,3,3,3
피부야제발,입큰_퍼피글로우틴트_코코브릭,5,3,3,3,2
코덕치즈덕,입큰_퍼피글로우틴트_코코브릭,4,2,2,3,2
당옹,입큰_퍼피글로우틴트_코코브릭,4,2,1,2,3
미슷헤리,입큰_퍼피글로우틴트_코코브릭,4,2,2,2,2
미슷헤리,입큰_퍼피글로우틴트_코코브릭,4,3,3,2,2
대왕곰돌이,입큰_퍼피글로우틴트_코코브릭,4,2,2,3,2
대왕곰돌이,입큰_퍼피글로우틴트_코코브릭,5,3,3,3,3
대왕곰돌이,입큰_퍼피글로우틴트_코코브릭,5,2,3,3,3
cucuc****,입큰_퍼피글로우틴트_코코브릭,5,3,3,3,3
gang****,입큰_퍼피글로우틴트_코코브릭,5,3,2,3,3
피부야제발,입큰_퍼피글로우틴트_코코브릭,4,3,2,3,2
코덕치즈덕,입큰_퍼피글로우틴트_코코브릭,4,2,2,2,2
대왕곰돌이,입큰_퍼피글로우틴트_코코브릭,5,2,3,3,3
니나뇨호,입큰_퍼피글로우틴트_코코브릭,5,3,3,3,3
니나뇨호,입큰_퍼피글로우틴트_코코브릭,5,3,3,3,3
응으응응으응,입큰_퍼피글로우틴트_코코브릭,3,2,2,2,2
응으응응으응,입큰_퍼피글로우틴트_코코브릭,5,2,2,2,2
효니효,입큰_퍼피글로우틴트_코코브릭,5,3,3,3,3
amsrod****,입큰_퍼피글로우틴트_코코브릭,3,2,2,3,2
amsrod****,입큰_퍼피글로우틴트_코코브릭,4,2,2,2,2
악몽,입큰_퍼피글로우틴트_핑크베어,5,3,3,3,3
이거완전내꺼잖아,입큰_퍼피글로우틴트_핑크베어,4,2,3,2,3
늘보퀸,입큰_퍼피글로우틴트_핑크베어,5,2,2,2,2
보름누나,입큰_퍼피글로우틴트_핑크베어,5,2,2,2,2
hye2,입큰_퍼피글로우틴트_핑크베어,5,3,3,3,3
체스터,입큰_퍼피글로우틴트_핑크베어,5,3,3,3,2
dbgudtjr3,입큰_퍼피글로우틴트_핑크베어,5,3,3,3,3
응찡,입큰_퍼피글로우틴트_핑크베어,5,3,3,3,3
PKBB,입큰_퍼피글로우틴트_핑크베어,5,3,3,3,3
hye2,입큰_퍼피글로우틴트_핑크베어,5,3,2,3,3
소리지,입큰_퍼피글로우틴트_핑크베어,5,3,2,3,3
보름누나,입큰_퍼피글로우틴트_핑크베어,5,2,2,2,2
이거완전내꺼잖아,입큰_퍼피글로우틴트_핑크베어,3,3,3,2,3
dbsk0196,입큰_퍼피글로우틴트_핑크베어,5,3,3,3,3
자바칩사랑해,입큰_퍼피글로우틴트_핑크베어,5,3,3,3,3
령영,입큰_퍼피글로우틴트_핑크베어,5,3,3,3,3
앨리스다,입큰_퍼피글로우틴트_핑크베어,5,3,3,3,3
zose****,입큰_퍼피글로우틴트_핑크베어,5,2,2,3,3
kimjs****,입큰_퍼피글로우틴트_핑크베어,5,3,3,3,3
악몽,입큰_퍼피글로우틴트_핑크베어,5,3,3,3,3
농부123,컬러그램_쥬시퐁당틴트_깨물앵두,5,3,2,3,3
혦7942,컬러그램_쥬시퐁당틴트_깨물앵두,5,3,2,3,3
show1416,컬러그램_쥬시퐁당틴트_깨물앵두,5,2,2,2,2
올영새미,컬러그램_쥬시퐁당틴트_깨물앵두,5,3,3,3,3
따뜻한바지락,컬러그램_쥬시퐁당틴트_깨물앵두,5,3,3,2,2
여니이22,컬러그램_쥬시퐁당틴트_깨물앵두,5,3,2,3,3
lyndse****,컬러그램_쥬시퐁당틴트_깨물앵두,3,2,2,2,2
방코코,컬러그램_쥬시퐁당틴트_깨물앵두,5,3,3,3,3
돌딩,컬러그램_쥬시퐁당틴트_깨물앵두,5,2,2,2,2
메두링,컬러그램_쥬시퐁당틴트_깨물앵두,5,3,3,3,3
지제링,컬러그램_쥬시퐁당틴트_깨물앵두,5,3,3,3,3
simsim,컬러그램_쥬시퐁당틴트_깨물앵두,5,3,2,3,3
17호봄웜,컬러그램_쥬시퐁당틴트_깨물앵두,3,2,3,3,3
Jochiwon,컬러그램_쥬시퐁당틴트_깨물앵두,5,3,1,3,3
simsim,컬러그램_쥬시퐁당틴트_깨물앵두,5,3,2,3,3
17호봄웜,컬러그램_쥬시퐁당틴트_깨물앵두,3,1,1,3,2
냥냥펀치눈꽃마녀,컬러그램_쥬시퐁당틴트_깨물앵두,4,3,2,3,3
lyndse****,컬러그램_쥬시퐁당틴트_깨물앵두,4,2,2,2,2
psy03****,컬러그램_쥬시퐁당틴트_깨물앵두,4,3,2,3,3
코덕바라기,컬러그램_쥬시퐁당틴트_깨물앵두,4,3,3,3,3
슈퍼샤이,컬러그램_쥬시퐁당틴트_꿀잼피치,5,2,2,2,2
서음,컬러그램_쥬시퐁당틴트_꿀잼피치,3,2,1,3,3
mireu,컬러그램_쥬시퐁당틴트_꿀잼피치,5,3,2,3,3
bello****,컬러그램_쥬시퐁당틴트_꿀잼피치,5,3,3,3,3
eggkw****,컬러그램_쥬시퐁당틴트_꿀잼피치,5,2,2,2,2
bryu,컬러그램_쥬시퐁당틴트_꿀잼피치,5,3,2,3,3
파이지니,컬러그램_쥬시퐁당틴트_꿀잼피치,5,2,1,2,2
플로우플로우,컬러그램_쥬시퐁당틴트_꿀잼피치,5,3,2,2,2
형님,컬러그램_쥬시퐁당틴트_꿀잼피치,2,3,1,1,3
올리브쑤,컬러그램_쥬시퐁당틴트_꿀잼피치,5,3,2,3,3
뽀꾸뽀꾸잼잼,컬러그램_쥬시퐁당틴트_꿀잼피치,5,2,2,2,3
햄팜,컬러그램_쥬시퐁당틴트_꿀잼피치,5,3,2,3,3
봄브임,컬러그램_쥬시퐁당틴트_꿀잼피치,5,3,3,3,3
닉주디니닉,컬러그램_쥬시퐁당틴트_꿀잼피치,5,3,3,3,3
인공눈물좀주세요,컬러그램_쥬시퐁당틴트_꿀잼피치,5,3,2,3,2
soog****,컬러그램_쥬시퐁당틴트_꿀잼피치,5,3,2,3,3
eo1****,컬러그램_쥬시퐁당틴트_꿀잼피치,4,2,2,3,3
ndu****,컬러그램_쥬시퐁당틴트_꿀잼피치,5,2,2,2,3
미라아랑,컬러그램_쥬시퐁당틴트_꿀잼피치,5,3,1,3,3
mina****,컬러그램_쥬시퐁당틴트_꿀잼피치,5,3,2,3,3
눙눙눙이,컬러그램_쥬시퐁당틴트_딸기둥절,5,3,1,3,3
liilyyzy,컬러그램_쥬시퐁당틴트_딸기둥절,5,3,1,1,3
mokhwa,컬러그램_쥬시퐁당틴트_딸기둥절,5,2,1,3,3
yeeun****,컬러그램_쥬시퐁당틴트_딸기둥절,5,3,3,3,3
깅츙,컬러그램_쥬시퐁당틴트_딸기둥절,5,3,2,3,2
철Siuu세미,컬러그램_쥬시퐁당틴트_딸기둥절,4,3,2,3,3
jaengi****,컬러그램_쥬시퐁당틴트_딸기둥절,5,2,2,2,3
corean****,컬러그램_쥬시퐁당틴트_딸기둥절,4,2,2,2,2
오미자,컬러그램_쥬시퐁당틴트_딸기둥절,5,3,2,3,2
ychoo,컬러그램_쥬시퐁당틴트_딸기둥절,5,2,2,2,2
맴두,컬러그램_쥬시퐁당틴트_딸기둥절,5,3,2,3,2
맴두,컬러그램_쥬시퐁당틴트_딸기둥절,5,3,3,3,2
비비비비빅비비비빔면,컬러그램_쥬시퐁당틴트_딸기둥절,5,3,3,3,3
suhyung128,컬러그램_쥬시퐁당틴트_딸기둥절,5,3,2,3,3
혼히,컬러그램_쥬시퐁당틴트_딸기둥절,5,3,3,3,3
김골드,컬러그램_쥬시퐁당틴트_딸기둥절,4,3,2,2,2
도레미빵,컬러그램_쥬시퐁당틴트_딸기둥절,5,3,2,3,3
지원뤼ㄴ,컬러그램_쥬시퐁당틴트_딸기둥절,5,3,3,3,3
so****,컬러그램_쥬시퐁당틴트_딸기둥절,5,3,3,3,3
정신카드캡터체리,컬러그램_쥬시퐁당틴트_딸기둥절,5,3,2,3,2
맴두,컬러그램_쥬시퐁당틴트_땡큐베리,5,3,3,3,3
수밍밍이,컬러그램_쥬시퐁당틴트_땡큐베리,5,3,2,3,3
아름이을,컬러그램_쥬시퐁당틴트_땡큐베리,5,3,3,3,3
이섹귀,컬러그램_쥬시퐁당틴트_땡큐베리,5,2,2,2,3
끼무치,컬러그램_쥬시퐁당틴트_땡큐베리,5,3,1,3,3
edstf2****,컬러그램_쥬시퐁당틴트_땡큐베리,4,2,2,3,3
신디,컬러그램_쥬시퐁당틴트_땡큐베리,5,2,2,2,2
한라봉요거트,컬러그램_쥬시퐁당틴트_땡큐베리,5,3,2,3,2
dyb,컬러그램_쥬시퐁당틴트_땡큐베리,5,3,3,3,3
지수꺼,컬러그램_쥬시퐁당틴트_땡큐베리,5,3,3,3,3
농이1115,컬러그램_쥬시퐁당틴트_땡큐베리,5,2,2,2,2
메밀차,컬러그램_쥬시퐁당틴트_땡큐베리,5,3,3,3,3
힁오몽,컬러그램_쥬시퐁당틴트_땡큐베리,5,3,2,3,3
sh2011****,컬러그램_쥬시퐁당틴트_땡큐베리,5,3,3,3,3
메밀차,컬러그램_쥬시퐁당틴트_땡큐베리,5,3,3,3,3
지유닁,컬러그램_쥬시퐁당틴트_땡큐베리,5,3,3,3,3
보름달파르페,컬러그램_쥬시퐁당틴트_땡큐베리,5,3,3,3,3
신디,컬러그램_쥬시퐁당틴트_땡큐베리,5,2,2,2,2
수밍밍이,컬러그램_쥬시퐁당틴트_땡큐베리,5,3,3,3,3
빗질,컬러그램_쥬시퐁당틴트_땡큐베리,5,3,2,3,3
체치다즈,컬러그램_쥬시퐁당틴트_물먹리치,4,3,2,3,3
옌입니당,컬러그램_쥬시퐁당틴트_물먹리치,5,3,2,3,3
아름이을,컬러그램_쥬시퐁당틴트_물먹리치,5,3,3,3,3
Suminn418,컬러그램_쥬시퐁당틴트_물먹리치,5,2,2,3,2
ChoHyunJin,컬러그램_쥬시퐁당틴트_물먹리치,5,3,3,3,3
kentar0****,컬러그램_쥬시퐁당틴트_물먹리치,4,3,1,3,3
방코코,컬러그램_쥬시퐁당틴트_물먹리치,5,3,3,3,3
주세요,컬러그램_쥬시퐁당틴트_물먹리치,4,3,2,3,3
말랑복숭아보다는딱복,컬러그램_쥬시퐁당틴트_물먹리치,5,3,2,3,2
쨱쨱,컬러그램_쥬시퐁당틴트_물먹리치,5,3,3,3,3
ㅋㄹㅂ,컬러그램_쥬시퐁당틴트_물먹리치,4,3,1,2,3
마유네즈,컬러그램_쥬시퐁당틴트_물먹리치,4,2,2,2,3
프헤즈,컬러그램_쥬시퐁당틴트_물먹리치,5,3,3,3,3
아리콩,컬러그램_쥬시퐁당틴트_물먹리치,5,3,2,3,3
프헤즈,컬러그램_쥬시퐁당틴트_물먹리치,5,3,2,3,3
simsim,컬러그램_쥬시퐁당틴트_물먹리치,5,3,2,3,3
17호봄웜,컬러그램_쥬시퐁당틴트_물먹리치,2,2,2,3,2
형님,컬러그램_쥬시퐁당틴트_물먹리치,2,2,2,2,3
사슴발,컬러그램_쥬시퐁당틴트_물먹리치,5,3,3,3,2
sol솔,컬러그램_쥬시퐁당틴트_물먹리치,5,3,2,3,3
outsi****,컬러그램_쥬시퐁당틴트_쿨복숭아,1,2,2,2,2
hyooooo,컬러그램_쥬시퐁당틴트_쿨복숭아,5,3,3,3,3
wngml****,컬러그램_쥬시퐁당틴트_쿨복숭아,5,3,2,3,2
이지은이다,컬러그램_쥬시퐁당틴트_쿨복숭아,5,3,1,3,3
한라봉요거트,컬러그램_쥬시퐁당틴트_쿨복숭아,5,3,2,3,2
멍청한맹구,컬러그램_쥬시퐁당틴트_쿨복숭아,5,2,1,2,2
고물가시대의깐깐징어,컬러그램_쥬시퐁당틴트_쿨복숭아,4,2,2,2,2
말티츄,컬러그램_쥬시퐁당틴트_쿨복숭아,3,2,2,2,2
말티츄,컬러그램_쥬시퐁당틴트_쿨복숭아,5,3,2,3,2
고물가시대의깐깐징어,컬러그램_쥬시퐁당틴트_쿨복숭아,3,2,2,2,2
올망이,컬러그램_쥬시퐁당틴트_쿨복숭아,5,3,3,3,3
Weyewon,컬러그램_쥬시퐁당틴트_쿨복숭아,5,3,3,3,3
ssossoi,컬러그램_쥬시퐁당틴트_쿨복숭아,3,2,2,2,1
냥이냐,컬러그램_쥬시퐁당틴트_쿨복숭아,5,3,2,3,3
올영에게바친카드값,컬러그램_쥬시퐁당틴트_쿨복숭아,5,3,3,3,3
dmsqls****,컬러그램_쥬시퐁당틴트_쿨복숭아,5,2,2,2,2
에스트라광인,컬러그램_쥬시퐁당틴트_쿨복숭아,4,2,2,2,2
뿌쮸,컬러그램_쥬시퐁당틴트_쿨복숭아,5,3,2,3,3
보름누나,컬러그램_쥬시퐁당틴트_쿨복숭아,5,2,2,2,2
030****,컬러그램_쥬시퐁당틴트_쿨복숭아,4,2,2,2,2
쵸쵸춍,컬러그램_쥬시퐁당틴트_킬포멜론,3,2,2,2,2
dyb,컬러그램_쥬시퐁당틴트_킬포멜론,5,3,3,3,3
하몽몽,컬러그램_쥬시퐁당틴트_킬포멜론,5,3,2,3,3
유시금,컬러그램_쥬시퐁당틴트_킬포멜론,5,3,3,3,3
bryu,컬러그램_쥬시퐁당틴트_킬포멜론,5,3,3,3,3
teatime,컬러그램_쥬시퐁당틴트_킬포멜론,5,3,3,3,3
